Mixed Prime,000135,p=1,v=5,"1^-2-3-4-2 4-5^",1,11,13,55,111,341,813,2255,
Mixed Prime,000136,p=1,v=5,"1-2^-3-4^ 3-5^",1,13,7,57,41,277,253,1409,
Mixed Prime,000137,p=1,v=5,"1^-2-3-5^-4-2",1,13,7,61,61,337,463,1957,
Mixed Prime,000138,p=1,v=5,"1^-2^-3-4^ 3-5",1,13,7,65,61,373,477,2225,
Mixed Prime,000139,p=1,v=5,"1^-2-3^-5-4-2",1,13,7,69,61,409,491,2501,
Mixed Prime,000140,p=1,v=5,"1^-2-3-4^-5-3",1,13,13,57,91,301,603,1745,
Mixed Prime,000141,p=1,v=5,"1^-2^-3-4-5-3",1,13,13,81,131,565,1163,4129,
Mixed Prime,000142,p=1,v=5,"1^-2-3-4-5-3 2-5",1,13,19,77,181,577,1555,4613,
Mixed Prime,000143,p=1,v=5,"1^-2^-3-4^-5",1,15,7,63,51,297,337,1503,
Mixed Prime,000144,p=1,v=5,"1-2^-4-5-3^-1",1,15,7,63,61,309,449,1663,
Mixed Prime,000145,p=1,v=5,"1^-2-3^-4^-5",1,15,7,71,31,357,141,1839,
Mixed Prime,000146,p=1,v=5,"1^^-2-3-4-5^",1,15,7,79,51,465,393,2847,
Mixed Prime,000147,p=1,v=5,"1^-2^-4-5-3-1",1,15,7,79,61,477,505,3007,
Mixed Prime,000148,p=1,v=5,"1^-2-3=4-5^",1,15,7,83,51,507,407,3203,
Mixed Prime,000149,p=1,v=5,"1^-2^-3^-4-5",1,15,7,87,71,573,645,3887,
Mixed Prime,000150,p=1,v=5,"1^-2-3^-4-2 4-5",1,15,13,71,111,405,841,2575,
Mixed Prime,000151,p=1,v=5,"1-2-5-3-4^-5 1-3",1,15,13,79,141,525,1233,3839,
Mixed Prime,000152,p=1,v=5,"1^-2-3^ 2-4=5",1,15,13,83,121,543,1037,3811,
Mixed Prime,000153,p=1,v=5,"1^-2-5-3-4-5 1-3",1,15,13,87,121,585,1065,4175,
Mixed Prime,000154,p=1,v=5,"1^-2-3-4=5^",1,17,1,101,-19,665,-251,4517,
Mixed Prime,000155,p=1,v=5,"1^^-2-3-4^ 3-5",1,17,7,89,61,533,505,3377,
Mixed Prime,000156,p=1,v=5,"1-2-3^-5-4^-2",1,17,7,93,41,557,267,3461,
Mixed Prime,000157,p=1,v=5,"1^-2-3-4^^ 3-5",1,17,7,97,41,605,281,3905,
Mixed Prime,000158,p=1,v=5,"1-2-3^-5^-4-2",1,17,7,101,41,653,295,4357,
Mixed Prime,000159,p=1,v=5,"1-2-3-4^^ 3-5^",1,17,7,105,61,725,561,5169,
Mixed Prime,000160,p=1,v=5,"1^^-2-3-5-4-2",1,17,7,109,81,797,827,5989,
Mixed Prime,000161,p=1,v=5,"1^-2-3-5=4-2",1,17,7,113,81,845,841,6465,
Mixed Prime,000162,p=1,v=5,"1-2^-3-4^-5-3",1,17,13,81,91,413,575,2193,
Mixed Prime,000163,p=1,v=5,"1-2-3-4^-5^-3",1,17,13,89,131,557,1135,3873,
Mixed Prime,000164,p=1,v=5,"1^-2^-3-4=5",1,17,13,93,141,617,1289,4517,
Mixed Prime,000165,p=1,v=5,"1^-2-3^-4=5",1,17,13,93,101,569,785,3685,
Mixed Prime,000166,p=1,v=5,"1^^-2-3-4-5-3",1,17,13,105,131,749,1247,5665,
Mixed Prime,000167,p=1,v=5,"1-2-3-4^-5-3 2-5",1,17,19,93,161,605,1303,4293,
Mixed Prime,000168,p=1,v=5,"1^-2-3-4=5-3",1,17,19,97,181,677,1597,5217,
Mixed Prime,000169,p=1,v=5,"1^-2-3 2-4=5^",1,19,1,115,-19,787,-279,5603,
Mixed Prime,000170,p=1,v=5,"1-2-3-1 3-4=5^",1,19,7,131,51,991,463,7715,
Mixed Prime,000171,p=1,v=5,"1^^-2-3-4^-5",1,19,7,95,51,505,337,2783,
Mixed Prime,000172,p=1,v=5,"1-2^-3^-4^-5",1,19,7,103,31,589,85,3439,
Mixed Prime,000173,p=1,v=5,"1^^-2-3^-4-5",1,19,7,103,71,637,645,4207,
Mixed Prime,000174,p=1,v=5,"1^-2-4=5-3-1",1,19,7,103,91,661,925,4591,
Mixed Prime,000175,p=1,v=5,"1-2^-3=4-5^",1,19,7,107,31,643,99,3971,
Mixed Prime,000176,p=1,v=5,"1-2^-4=5-3-1",1,19,7,111,71,745,673,5279,
Mixed Prime,000177,p=1,v=5,"1^-2^-3=4-5",1,19,7,115,71,799,687,5827,
Mixed Prime,000178,p=1,v=5,"1^^-2^-3-4-5",1,19,7,127,51,937,449,7135,
Mixed Prime,000179,p=1,v=5,"1-2-3-1 2-4=5-3",1,19,13,135,131,1069,1373,8815,
Mixed Prime,000180,p=1,v=5,"1^^-2-3-4-2 4-5",1,19,13,119,111,829,981,6063,
Mixed Prime,000181,p=1,v=5,"1^-2-3-1 3-4=5",1,19,19,107,171,691,1415,4867,
Mixed Prime,000182,p=1,v=5,"1-2-3^-4=5^",1,21,1,133,-19,957,-307,7205,
Mixed Prime,000183,p=1,v=5,"1-2^-3-4=5^",1,21,1,117,-19,717,-307,4613,
Mixed Prime,000184,p=1,v=5,"1^^-2^-3-4 3-5",1,21,7,137,41,981,253,7297,
Mixed Prime,000185,p=1,v=5,"1-2-3^-5=4-2",1,21,7,145,21,1077,-27,8241,
Mixed Prime,000186,p=1,v=5,"1-2^-3-4^^ 3-5",1,21,7,121,41,741,197,4673,
Mixed Prime,000187,p=1,v=5,"1^-2=3-4=5",1,21,13,133,121,933,1093,6917,
Mixed Prime,000188,p=1,v=5,"1^^-2-3-4=5",1,21,13,125,141,837,1345,6085,
Mixed Prime,000189,p=1,v=5,"1-2^-3^-4=5",1,21,13,125,101,789,729,5125,
Mixed Prime,000190,p=1,v=5,"1-2^-3-4=5-3",1,21,19,121,181,765,1513,5217,
Mixed Prime,000191,p=1,v=5,"1^^-2-3=4-5",1,23,7,139,91,935,995,6723,
Mixed Prime,000192,p=1,v=5,"1^=2-3-4=5",1,23,7,147,71,1043,687,7811,
Mixed Prime,000193,p=1,v=5,"1-2-3=4-5^^",1,23,7,155,51,1151,379,8931,
Mixed Prime,000194,p=1,v=5,"1^^-2-3 2-4=5",1,23,13,147,121,1007,1037,7203,
Mixed Prime,000195,p=1,v=5,"1=2-3^-4=5",1,23,19,147,171,995,1387,6915,
Mixed Prime,000196,p=1,v=5,"1=2-3-4=5-3",1,23,25,147,261,1055,2409,8227,
Mixed Prime,000197,p=1,v=5,"1-2=3-4=5^",1,25,1,165,1,1225,1,9605,
Mixed Prime,000198,p=1,v=5,"1^-2^-3^-4^-5^",-3,11,-21,55,-133,341,-871,2255,
Mixed Prime,000199,p=1,v=5,"1^-2^-3-4^-5^-3",-3,13,-15,49,-73,205,-353,897,
