Primes,000104,p=1,v=5," ooD  oDE  ooE  oAB  oBC 2__    _     _      ","","1^^-2~3^-4-5^",-1,15,-7,63,-51,297,-337,1503,-2131,7955,-13135,43317,
Primes,000105,p=1,v=5,"2oOC  oCC 2oAB 2_    _ _         _ ","","1^-2~4^-5-3^-1",-1,15,-7,63,-61,309,-449,1663,-3031,9455,-19581,55461,
Primes,000106,p=1,v=5," oBE  ACD  BDE  BCE  ACD  _          __ 2 _  ","","1^-2~4-3-1 2-5-3 4~5",-1,15,-7,67,-51,339,-351,1827,-2347,10195,-15335,58099,
Primes,000107,p=1,v=5," ooD  oCE  ooB  oAE  oBD 2__    __ 2    ","","1^^-2-3-4^~5^",-1,15,-7,71,-31,357,-141,1839,-691,9615,-3631,50789,
Primes,000108,p=1,v=5," oBB 2oAC 2oOB 3_   2    ","","1^-2^-4-5-3^-1",-1,15,-7,79,-41,453,-281,2687,-2023,16215,-14521,98821,
Primes,000109,p=1,v=5," oBC  oAD  oAE  ooB  ooC 3_     _       ","","1^-2^-3^-4^-5",-1,15,-7,79,-51,465,-393,2847,-2995,17755,-22199,111973,
Primes,000110,p=1,v=5," oBB 2oAC 2oOB 3_   2 _  ","","1^-2^-4~5-3^-1",-1,15,-7,79,-61,477,-505,3007,-3967,19335,-29965,125941,
Primes,000111,p=1,v=5," oBD  ACC  BBE  AEE  CDD  _      _   _  2    ","","1^-2-~4-5=3-1",-1,15,-7,83,-51,507,-407,3203,-3211,20555,-24575,133187,
Primes,000112,p=1,v=5," ooB  oAD  ooE  oBE  oCD  __   _     _  2    ","","1^^-2^-3-4-5^",-1,15,-7,87,-71,573,-645,3887,-5443,26775,-43935,186645,
Primes,000113,p=1,v=5,"2oOB 2OAC  oBB 4_        ","","1^-2^-5~3-4-5 1-3",-1,15,-13,63,-81,285,-449,1343,-2389,6495,-12497,31989,
Primes,000114,p=1,v=5," oCD  oCE  ABD  ACE  oBD 2_      _   _       ","","1^-2-5~3-4^-5 1-3",-1,15,-13,71,-101,393,-729,2383,-5125,15195,-35509,99557,
Primes,000115,p=1,v=5," ooC  ooD  ADE  BCE  oCD  __  3 _       ","","1^^-2-3-4~2 4-5^",-1,15,-13,71,-111,405,-841,2575,-6097,17255,-43363,118373,
Primes,000116,p=1,v=5,"2oOB 2OAC  oBB 2_        2  _ ","","1^-2^-5-3~4-5 1-3",-1,15,-13,79,-141,525,-1233,3839,-10021,29175,-79333,225109,
Primes,000117,p=1,v=5," oDD 2OOC  BBD  AAC  _   2 _  2    ","","1^=2-3-4-~5-3",-1,15,-13,83,-121,543,-1037,3811,-8473,27695,-67277,205235,
Primes,000118,p=1,v=5," oCD  oCE  ABD  ACE  oBD 2_      _   __    _ ","","1^-2~5~3-4^-5 1-3",-1,15,-13,87,-121,585,-1065,4175,-8941,30755,-72777,230949,
Primes,000119,p=1,v=5,"2oOC  oCD  AAB  ooB 3_   2    ","","1-2^-3-4^-5^-3",-1,17,-1,73,9,341,125,1665,1061,8377,7589,43105,
Primes,000120,p=1,v=5," ooD  oCE  BDE  oAC  oBC  __   _   3    ","","1^^-2-3-4^-5-3",-1,17,-1,81,9,437,125,2481,1097,14417,8337,84753,
Primes,000121,p=1,v=5," oBC  oAD  ooA  BEE  oDD 2_     _  2    ","","1^-2^-3^-4=5",-1,17,-1,101,19,665,251,4517,2375,31057,20327,214757,
Primes,000122,p=1,v=5," ooB  oAC  BDD 2oOC  __   _   3    ","","1^^-2^-3-4-5-3",-1,17,-1,121,9,917,125,7041,1277,54217,12077,417793,
Primes,000123,p=1,v=5," oBC  ooA  ADD 2OOC  _     _  3    ","","1^-2^-3-4=5-3",-1,17,5,97,99,629,1035,4385,9203,32057,76691,241345,
Primes,000124,p=1,v=5," ooB  ACC 2OBD  oCC  __  4    ","","1^^-2-3-4-5-3 2-5",-1,17,5,109,79,797,825,5989,7799,45577,70245,350269,
Primes,000125,p=1,v=5," ooB  ACC 2OBD  oCC  __  2    2  _ ","","1^^-2-3~4-5-3 2-5",-1,17,-7,77,-61,389,-463,2117,-3265,12137,-22111,72029,
Primes,000126,p=1,v=5," oCD  ooC  ABE  AEE  CDD  _     _       2 __ ","","1^-2-3^-5~~4-2",-1,17,-7,81,-41,413,-225,2177,-1249,11697,-7129,63633,
Primes,000127,p=1,v=5," ooC  oCD  ABE  oBE  oCD 2__    _  2    ","","1^^-2~3^-5-4-2",-1,17,-7,85,-61,485,-491,2949,-3769,18537,-28007,118789,
Primes,000128,p=1,v=5," ooD  oDE  ooD  ABC  ooB 2__  2 _       ","","1-2^~3-4^^ 3-5^",-1,17,-7,89,-61,533,-505,3377,-4021,21977,-31021,145217,
Primes,000129,p=1,v=5," oBB 2oAC  BBD  ooC 2_    _ _   _       ","","1-2~3^-5^-4^-2",-1,17,-7,93,-21,533,-15,3109,479,18377,5873,109773,
Primes,000130,p=1,v=5," ooC  oDD  ADD 2oBC  __   _   3    ","","1^^-2-3-5^-4-2",-1,17,-7,93,-41,557,-267,3461,-1897,21897,-13927,139917,
Primes,000131,p=1,v=5," ooB  ACC 2OBD  oCC  __        _    _ _    _ ","","1^^-2-3~4-5~3 2-5",-1,17,-7,93,-61,581,-519,3813,-4273,25577,-34079,173709,
Primes,000132,p=1,v=5," ooD  oCD  ooB  ABE  ooD 2__    __ 2    ","","1^~2^-3-4^^ 3-5",-1,17,-7,97,-41,605,-281,3905,-2113,25617,-16281,169489,
Primes,000133,p=1,v=5," ooC  oCD  ABE  oBE  oCD 2__    _  2  _ ","","1^^-2~3^-5~4-2",-1,17,-7,101,-41,653,-295,4357,-2329,29497,-18679,201173,
Primes,000134,p=1,v=5," ooB  oAD  ooD  BCE  ooD  __   _     _  2    ","","1^^-2^-3-4^ 3-5",-1,17,-7,105,-61,725,-561,5169,-5029,37337,-43517,271809,
Primes,000135,p=1,v=5," oBB 2oAC  BBD  ooC 3_   2    ","","1-2-3^-5^-4^-2",-1,17,-7,109,-81,797,-827,5989,-7801,45577,-70247,350269,
Primes,000136,p=1,v=5," oCD  ooC  ABE  AEE  CDD  _     _  3    ","","1^-2-3^-5=4-2",-1,17,-7,113,-81,845,-841,6465,-8089,50017,-74273,390449,
Primes,000137,p=1,v=5," ooE  oCD  BDE  oBC  oAC 2__   _   2    ","","1^^-2-3~4^-5-3",-1,17,-13,81,-91,413,-575,2193,-3523,11977,-21363,66849,
